,Area,BHK,Bathroom,Furnishing,Price,Type,Locality,Parking
287,1600.0,3.0,3.0,Unfurnished,22500000.0,Builder_Floor,"Kailash Colony, Greater Kailash",1.0
288,4500.0,4.0,4.0,Semi-Furnished,70000000.0,Builder_Floor,"Kailash Colony, Greater Kailash",1.0
289,2150.0,4.0,4.0,Unfurnished,45000000.0,Builder_Floor,"Kailash Colony, Greater Kailash",1.0
290,2107.0,4.0,4.0,Semi-Furnished,51100000.0,Apartment,"Kailash Colony, Greater Kailash",1.0
291,1150.0,3.0,3.0,Semi-Furnished,25500000.0,Builder_Floor,"Kailash Colony, Greater Kailash",1.0
292,1240.0,3.0,3.0,Unfurnished,26500000.0,Builder_Floor,"Kailash Colony, Greater Kailash",1.0
293,1000.0,2.0,2.0,Unfurnished,15000000.0,Builder_Floor,"Kailash Colony, Greater Kailash",2.0
294,4500.0,4.0,4.0,Semi-Furnished,55000000.0,Builder_Floor,"Kailash Colony, Greater Kailash",2.0
295,1150.0,3.0,3.0,Semi-Furnished,26000000.0,Builder_Floor,"Kailash Colony, Greater Kailash",1.0
296,2000.0,4.0,4.0,Semi-Furnished,38000000.0,Builder_Floor,"Kailash Colony, Greater Kailash",1.0
299,700.0,2.0,2.0,Unfurnished,4600000.0,Builder_Floor,"Ram Nagar, Shahdara",1.0
300,750.0,2.0,2.0,Semi-Furnished,9200000.0,Builder_Floor,other,1.0
301,1350.0,4.0,3.0,Unfurnished,9500000.0,Apartment,"Hans Apartments, Vishwas Nagar, Sha",1.0
302,900.0,2.0,2.0,Semi-Furnished,4500000.0,Builder_Floor,"Naveen Shahdara, Shahdara",1.0
303,970.0,3.0,2.0,Semi-Furnished,6500000.0,Builder_Floor,"Balbir Nagar, Shahdara",1.0
304,1000.0,3.0,2.0,Furnished,5650000.0,Builder_Floor,other,1.0
305,1425.0,3.0,3.0,Semi-Furnished,9300000.0,Builder_Floor,"Naveen Shahdara, Shahdara",1.0
306,440.0,2.0,2.0,Unfurnished,2700000.0,Apartment,Shahdara,1.0
307,1017.0,2.0,2.0,Furnished,6500000.0,Builder_Floor,other,1.0
308,650.0,2.0,2.0,Semi-Furnished,5800000.0,Apartment,other,1.0
309,950.0,3.0,2.0,Semi-Furnished,5500000.0,Apartment,Shahdara,4.0
310,810.0,3.0,2.0,Semi-Furnished,6000000.0,Builder_Floor,"Yamuna Vihar, Shahdara",1.0
311,750.0,2.0,2.0,Unfurnished,4500000.0,Builder_Floor,"Balbir Nagar, Shahdara",1.0
312,990.0,2.0,2.0,Semi-Furnished,4100000.0,Builder_Floor,Shahdara,1.0
313,800.0,3.0,2.0,Semi-Furnished,3800000.0,Builder_Floor,"Ram Nagar, Shahdara",1.0
314,675.0,2.0,1.0,Unfurnished,3300000.0,Apartment,Shahdara,1.0
315,558.0,2.0,1.0,Unfurnished,2900000.0,Builder_Floor,other,1.0
316,445.0,2.0,1.0,Unfurnished,2000000.0,Builder_Floor,"Ram Nagar Extension, Shahdara",1.0
317,360.0,2.0,1.0,Unfurnished,1550000.0,Builder_Floor,other,1.0
318,1350.0,4.0,3.0,Semi-Furnished,11300000.0,Builder_Floor,"Mansarowar Park, Shahdara",1.0
319,850.0,3.0,2.0,Semi-Furnished,4500000.0,Builder_Floor,other,1.0
320,846.0,2.0,1.0,Unfurnished,3300000.0,Apartment,other,1.0
321,1300.0,4.0,3.0,Furnished,11500000.0,Builder_Floor,"Mansarowar Park, Shahdara",1.0
322,900.0,3.0,2.0,Semi-Furnished,6000000.0,Builder_Floor,"Ram Nagar Extension, Shahdara",1.0
323,1050.0,3.0,2.0,Semi-Furnished,9000000.0,Apartment,"Hans Apartments, Vishwas Nagar, Sha",1.0
324,850.0,2.0,2.0,Furnished,4500000.0,Builder_Floor,"Jyoti Colony, Shahdara",1.0
325,1650.0,4.0,3.0,Furnished,14000000.0,Apartment,Shahdara,1.0
326,1150.0,2.0,2.0,Semi-Furnished,7300000.0,Apartment,other,1.0
327,495.1394,1.0,1.0,Furnished,1900000.0,Builder_Floor,Shahdara,1.0
328,1053.0,3.0,2.0,Furnished,7000000.0,Builder_Floor,"Naveen Shahdara, Shahdara",1.0
329,810.0,3.0,2.0,Semi-Furnished,6000000.0,Builder_Floor,"Yamuna Vihar, Shahdara",1.0
330,750.0,1.0,2.0,Semi-Furnished,6400000.0,Builder_Floor,"Yamuna Vihar, Shahdara",1.0
331,540.0,2.0,1.0,Furnished,2700000.0,Apartment,"Yamuna Vihar, Shahdara",1.0
332,747.0,2.0,2.0,Furnished,6500000.0,Builder_Floor,"Yamuna Vihar, Shahdara",1.0
333,720.0,2.0,1.0,Unfurnished,4000000.0,Builder_Floor,"Yamuna Vihar, Shahdara",1.0
334,376.7365,1.0,1.0,Semi-Furnished,3000000.0,Apartment,"Yamuna Vihar, Shahdara",2.0
335,1125.0,2.0,2.0,Unfurnished,5000000.0,Builder_Floor,"Yamuna Vihar, Shahdara",2.0
336,713.0,2.0,2.0,Semi-Furnished,6000000.0,Builder_Floor,"Yamuna Vihar, Shahdara",2.0
337,360.0,1.0,1.0,Unfurnished,2500000.0,Builder_Floor,"Yamuna Vihar, Shahdara",2.0
338,900.0,2.0,2.0,Semi-Furnished,6500000.0,Apartment,"Yamuna Vihar, Shahdara",1.0
339,713.0,3.0,1.0,Unfurnished,8000000.0,Apartment,"Yamuna Vihar, Shahdara",1.0
340,504.0,2.0,1.0,Furnished,2700000.0,Builder_Floor,"Yamuna Vihar, Shahdara",1.0
341,70.0,1.0,2.0,Unfurnished,4500000.0,Apartment,"Yamuna Vihar, Shahdara",1.0
342,850.0,3.0,2.0,Furnished,5700000.0,Builder_Floor,"Yamuna Vihar, Shahdara",1.0
343,2430.0,4.0,3.0,Furnished,25000000.0,Builder_Floor,"Yamuna Vihar, Shahdara",1.0
344,2475.0,3.0,3.0,Furnished,70000000.0,Builder_Floor,"Yamuna Vihar, Shahdara",1.0
345,2970.0,7.0,4.0,Furnished,26500000.0,Builder_Floor,"Yamuna Vihar, Shahdara",1.0
346,2250.0,3.0,2.0,Furnished,18500000.0,Builder_Floor,"Yamuna Vihar, Shahdara",1.0
347,1500.0,5.0,3.0,Furnished,30000000.0,Builder_Floor,"Yamuna Vihar, Shahdara",1.0
348,1512.0,2.0,2.0,Furnished,22000000.0,Builder_Floor,"Yamuna Vihar, Shahdara",2.0
349,400.0,2.0,2.0,Furnished,9000000.0,Builder_Floor,other,2.0
350,2160.0,3.0,3.0,Furnished,65000000.0,Builder_Floor,"Yamuna Vihar, Shahdara",2.0
351,630.0,3.0,2.0,Furnished,22500000.0,Builder_Floor,"Yamuna Vihar, Shahdara",2.0
352,324.0,6.0,3.0,Furnished,8700000.0,Builder_Floor,"Yamuna Vihar, Shahdara",2.0
354,675.0,4.0,2.0,Furnished,18500000.0,Builder_Floor,"Yamuna Vihar, Shahdara",2.0
355,700.0,2.0,1.0,Furnished,16000000.0,Builder_Floor,"Yamuna Vihar, Shahdara",1.0
356,675.0,4.0,3.0,Furnished,16000000.0,Builder_Floor,"Yamuna Vihar, Shahdara",1.0
357,720.0,4.0,2.0,Furnished,9000000.0,Builder_Floor,"Yamuna Vihar, Shahdara",1.0
358,850.0,2.0,2.0,Furnished,4500000.0,Builder_Floor,"Jyoti Colony, Shahdara",1.0
359,801.0,3.0,2.0,Semi-Furnished,6000000.0,Builder_Floor,Laxmi Nagar,1.0
360,450.0,1.0,2.0,Unfurnished,2700000.0,Builder_Floor,Laxmi Nagar,1.0
361,1000.0,3.0,2.0,Unfurnished,6500000.0,Apartment,Laxmi Nagar,1.0
362,990.0,3.0,2.0,Unfurnished,4000000.0,Apartment,Laxmi Nagar,1.0
363,420.0,2.0,1.0,Semi-Furnished,2600000.0,Builder_Floor,Laxmi Nagar,1.0
364,450.0,2.0,1.0,Semi-Furnished,3500000.0,Builder_Floor,Laxmi Nagar,1.0
365,1000.0,2.0,2.0,Unfurnished,7500000.0,Apartment,Laxmi Nagar,1.0
366,900.0,3.0,2.0,Semi-Furnished,7000000.0,Builder_Floor,Laxmi Nagar,1.0
367,800.0,3.0,2.0,Semi-Furnished,4500000.0,Builder_Floor,Laxmi Nagar,1.0
368,720.0,3.0,3.0,Semi-Furnished,5500000.0,Builder_Floor,Laxmi Nagar,1.0
369,450.0,2.0,1.0,Semi-Furnished,2700000.0,Builder_Floor,Laxmi Nagar,1.0
370,675.0,2.0,2.0,Furnished,2400000.0,Builder_Floor,Laxmi Nagar,1.0
371,1700.0,4.0,3.0,Unfurnished,11500000.0,Builder_Floor,Laxmi Nagar,1.0
372,550.0,2.0,2.0,Unfurnished,3600000.0,Builder_Floor,"Guru Angad Nagar West, Laxmi Nagar",1.0
373,387.0,1.0,2.0,Unfurnished,1700000.0,Builder_Floor,"Guru Angad Nagar West, Laxmi Nagar",1.0
374,450.0,2.0,1.0,Unfurnished,2500000.0,Apartment,"Lalita Park, Laxmi Nagar",1.0
375,900.0,4.0,2.0,Furnished,6600000.0,Builder_Floor,Laxmi Nagar,1.0
376,500.0,2.0,1.0,Semi-Furnished,3700000.0,Builder_Floor,Laxmi Nagar,1.0
377,441.0,2.0,1.0,Unfurnished,3500000.0,Apartment,other,1.0
378,800.0,3.0,2.0,Semi-Furnished,5400000.0,Builder_Floor,"Lalita Park, Laxmi Nagar",1.0
379,450.0,2.0,2.0,Semi-Furnished,2550000.0,Builder_Floor,other,1.0
380,1000.0,3.0,3.0,Furnished,12500000.0,Builder_Floor,other,1.0
381,715.0,2.0,2.0,Unfurnished,5600000.0,Apartment,Laxmi Nagar,1.0
382,600.0,2.0,2.0,Unfurnished,7000000.0,Builder_Floor,Laxmi Nagar,1.0
383,540.0,2.0,1.0,Unfurnished,3500000.0,Builder_Floor,Laxmi Nagar,1.0
384,312.0,4.0,4.0,Furnished,35000000.0,Apartment,other,1.0
385,810.0,3.0,2.0,Semi-Furnished,9000000.0,Builder_Floor,Laxmi Nagar,1.0
386,270.0,1.0,1.0,Semi-Furnished,2300000.0,Builder_Floor,"Guru Angad Nagar West, Laxmi Nagar",1.0
387,900.0,3.0,2.0,Semi-Furnished,6000000.0,Builder_Floor,Laxmi Nagar,1.0
388,1000.0,3.0,2.0,Unfurnished,6000000.0,Apartment,Laxmi Nagar,1.0
389,540.0,2.0,2.0,Semi-Furnished,2650000.0,Builder_Floor,Uttam Nagar,1.0
390,950.0,3.0,2.0,Furnished,4370000.0,Apartment,"Uttam Nagar Floors, Uttam Nagar",1.0
391,1000.0,3.0,2.0,Unfurnished,4620000.0,Apartment,"Virat Residency, Dwarka Mor",1.0
392,540.0,2.0,2.0,Semi-Furnished,3000000.0,Apartment,"Adarsh Homes, Dwarka Mor",1.0
393,540.0,2.0,2.0,Semi-Furnished,3300000.0,Apartment,"Kushwaha Homes, Uttam Nagar",1.0
394,1000.0,3.0,2.0,Semi-Furnished,5510000.0,Builder_Floor,"Partap Homes, Bhagwati Vihar, Uttam",1.0
395,500.0,2.0,2.0,Semi-Furnished,3200000.0,Builder_Floor,Dwarka Mor,1.0
396,540.0,2.0,2.0,Semi-Furnished,2600000.0,Builder_Floor,Uttam Nagar West,1.0
397,780.0,3.0,2.0,Semi-Furnished,4000000.0,Builder_Floor,Uttam Nagar,1.0
398,450.0,2.0,1.0,Semi-Furnished,1850000.0,Builder_Floor,Uttam Nagar West,1.0
399,360.0,1.0,1.0,Semi-Furnished,1700000.0,Builder_Floor,Uttam Nagar,1.0
400,900.0,3.0,2.0,Semi-Furnished,2800000.0,Builder_Floor,"SB Residency, Dwarka Mor",1.0
401,495.0,2.0,2.0,Semi-Furnished,2150000.0,Builder_Floor,Uttam Nagar West,1.0
402,1200.0,4.0,3.0,Semi-Furnished,6800000.0,Builder_Floor,"SB Residency, Dwarka Mor",1.0
403,1000.0,3.0,2.0,Semi-Furnished,6200000.0,Builder_Floor,Uttam Nagar,1.0
404,620.0,2.0,2.0,Semi-Furnished,3100000.0,Builder_Floor,Uttam Nagar,3.0
405,680.0,3.0,2.0,Semi-Furnished,3400000.0,Builder_Floor,Dwarka Mor,1.0
406,805.0,2.0,2.0,Unfurnished,4000000.0,Builder_Floor,other,3.0
407,729.0,2.0,2.0,Semi-Furnished,4800000.0,Builder_Floor,other,1.0
408,540.0,2.0,2.0,Semi-Furnished,2500000.0,Builder_Floor,Uttam Nagar,2.0
409,360.0,1.0,1.0,Semi-Furnished,2000000.0,Builder_Floor,Uttam Nagar,2.0
410,550.0,2.0,2.0,Semi-Furnished,1900000.0,Builder_Floor,Uttam Nagar West,2.0
411,1001.0,3.0,2.0,Furnished,5800000.0,Builder_Floor,other,2.0
412,450.0,2.0,2.0,Unfurnished,2900000.0,Builder_Floor,Dwarka Mor,2.0
413,550.0,2.0,1.0,Semi-Furnished,2000000.0,Builder_Floor,Uttam Nagar West,2.0
414,550.0,2.0,2.0,Semi-Furnished,2600000.0,Builder_Floor,other,2.0
415,675.0,2.0,1.0,Unfurnished,2900000.0,Builder_Floor,Uttam Nagar,3.0
416,585.0,2.0,2.0,Unfurnished,3200000.0,Builder_Floor,Uttam Nagar,3.0
417,810.0,3.0,2.0,Semi-Furnished,5400000.0,Builder_Floor,other,1.0
418,765.0,3.0,2.0,Semi-Furnished,3800000.0,Builder_Floor,Dwarka Mor,1.0
419,4688.0,5.0,4.0,Unfurnished,135000000.0,Apartment,"The Leela Sky Villas, Patel Nagar",1.0
420,3901.0,4.0,4.0,Unfurnished,93000000.0,Apartment,"The Leela Sky Villas, Patel Nagar",1.0
421,70.0,2.0,3.0,Furnished,8200000.0,Builder_Floor,other,1.0
422,800.0,3.0,2.0,Unfurnished,8000000.0,Builder_Floor,Patel Nagar West,1.0
423,900.0,3.0,2.0,Semi-Furnished,9500000.0,Builder_Floor,Patel Nagar West,1.0
425,900.0,2.0,2.0,Furnished,7400000.0,Builder_Floor,Patel Nagar West,1.0
426,2000.0,3.0,3.0,Semi-Furnished,37500000.0,Apartment,"Patel Nagar East, Patel Nagar",1.0
427,2000.0,4.0,4.0,Semi-Furnished,15000000.0,Builder_Floor,Patel Nagar West,1.0
428,1900.0,3.0,3.0,Semi-Furnished,55300000.0,Apartment,"The Leela Sky Villas, Patel Nagar",2.0
429,1530.0,3.0,3.0,Semi-Furnished,26500000.0,Builder_Floor,"Patel Nagar East, Patel Nagar",1.0
430,100.0,3.0,2.0,Semi-Furnished,16000000.0,Apartment,"Patel Nagar East, Patel Nagar",1.0
431,900.0,3.0,2.0,Furnished,10400000.0,Builder_Floor,Patel Nagar West,2.0
432,270.0,1.0,1.0,Unfurnished,1700000.0,Builder_Floor,Patel Nagar West,2.0
433,950.0,2.0,2.0,Semi-Furnished,8000000.0,Builder_Floor,Patel Nagar West,2.0
434,1800.0,3.0,3.0,Semi-Furnished,27000000.0,Builder_Floor,"Patel Nagar East, Patel Nagar",1.0
435,1500.0,3.0,3.0,Semi-Furnished,19500000.0,Builder_Floor,Patel Nagar West,1.0
436,1800.0,3.0,3.0,Furnished,50000000.0,Apartment,"Patel Nagar East, Patel Nagar",1.0
437,1800.0,3.0,3.0,Unfurnished,21100000.0,Builder_Floor,Patel Nagar West,1.0
438,2306.0,3.0,3.0,Unfurnished,57000000.0,Apartment,"The Leela Sky Villas, Patel Nagar",1.0
439,850.0,2.0,3.0,Semi-Furnished,5900000.0,Builder_Floor,Patel Nagar West,2.0
440,140.0,3.0,2.0,Unfurnished,12000000.0,Builder_Floor,other,2.0
441,900.0,3.0,2.0,Unfurnished,12000000.0,Builder_Floor,Patel Nagar West,2.0
442,1800.0,3.0,3.0,Unfurnished,24000000.0,Apartment,Patel Nagar West,2.0
443,200.0,1.0,1.0,Semi-Furnished,7000000.0,Apartment,"Patel Nagar East, Patel Nagar",1.0
444,1782.0,3.0,3.0,Semi-Furnished,15000000.0,Apartment,"Patel Nagar East, Patel Nagar",1.0
445,900.0,2.0,2.0,Furnished,1500000.0,Builder_Floor,"Baljit Nagar, Patel Nagar",1.0
446,405.0,2.0,1.0,Semi-Furnished,3950000.0,Apartment,Patel Nagar West,1.0
447,1500.0,3.0,3.0,Unfurnished,12500000.0,Builder_Floor,Patel Nagar West,1.0
448,66.0,3.0,1.0,Unfurnished,1600000.0,Apartment,"Baljit Nagar, Patel Nagar",2.0
449,2000.0,4.0,4.0,Unfurnished,36500000.0,Apartment,"DDA Flats Vasant Kunj, Vasant Kunj ",2.0
450,1200.0,3.0,2.0,Semi-Furnished,20000000.0,Apartment,"DDA Flats Vasant Kunj, Vasant Kunj ",2.0
451,1100.0,2.0,2.0,Semi-Furnished,15000000.0,Apartment,Vasant Kunj,3.0
452,1400.0,3.0,2.0,Semi-Furnished,25000000.0,Apartment,Vasant Kunj,1.0
453,1600.0,3.0,2.0,Semi-Furnished,18500000.0,Apartment,"DDA Flats Vasant Kunj, Vasant Kunj",1.0
454,1600.0,4.0,3.0,Unfurnished,23500000.0,Apartment,other,1.0
455,600.0,1.0,1.0,Semi-Furnished,8000000.0,Apartment,Vasant Kunj,1.0
456,1600.0,3.0,2.0,Unfurnished,23000000.0,Apartment,other,4.0
457,2000.0,3.0,3.0,Unfurnished,31000000.0,Apartment,"DDA Flats Vasant Kunj, Vasant Kunj",2.0
458,650.0,1.0,2.0,Semi-Furnished,7400000.0,Apartment,"DDA Flats Sector E Pocket 1, Vasant",1.0
459,1100.0,2.0,2.0,Unfurnished,15500000.0,Apartment,Vasant Kunj,1.0
460,1075.0,2.0,2.0,Semi-Furnished,12000000.0,Apartment,"DDA Flats Sector E Pocket 1, Vasant",1.0
461,1450.0,3.0,2.0,Semi-Furnished,23500000.0,Apartment,"DDA Flats Vasant Kunj, Vasant Kunj ",1.0
462,1200.0,3.0,2.0,Semi-Furnished,25000000.0,Apartment,other,1.0
463,600.0,1.0,2.0,Unfurnished,7000000.0,Apartment,other,1.0
464,1000.0,2.0,2.0,Unfurnished,17500000.0,Apartment,"DDA Flats Vasant Kunj, Vasant Kunj",1.0
465,1600.0,3.0,2.0,Semi-Furnished,25000000.0,Apartment,"Ganga Apartment Sector D Pocket 6, ",1.0
466,1750.0,4.0,4.0,Unfurnished,29000000.0,Apartment,Vasant Kunj Sector C,1.0
467,1300.0,3.0,3.0,Semi-Furnished,21900000.0,Apartment,"DDA Flats Sector E Pocket 1, Vasant",1.0
468,550.0,1.0,2.0,Furnished,7500000.0,Apartment,other,1.0
469,2200.0,4.0,3.0,Semi-Furnished,23500000.0,Apartment,"DDA Flats Vasant Kunj, Vasant Kunj ",1.0
470,1100.0,2.0,2.0,Semi-Furnished,24000000.0,Apartment,Vasant Kunj Sector C,1.0
471,1700.0,3.0,2.0,Semi-Furnished,31000000.0,Builder_Floor,Vasant Kunj,1.0
472,1100.0,2.0,2.0,Semi-Furnished,16500000.0,Apartment,Vasant Kunj,1.0
473,1000.0,2.0,2.0,Furnished,5000000.0,Builder_Floor,other,1.0
474,1350.0,3.0,2.0,Furnished,24000000.0,Apartment,other,2.0
475,1184.0,2.0,2.0,Semi-Furnished,17000000.0,Apartment,"Ganga Apartment Sector D Pocket 6, ",1.0
476,2000.0,4.0,2.0,Furnished,40000000.0,Apartment,other,1.0
477,3500.0,4.0,4.0,Semi-Furnished,22500000.0,Builder_Floor,Vasant Kunj,1.0
478,900.0,3.0,3.0,Furnished,20000000.0,Builder_Floor,Vasant Kunj,1.0
479,4688.0,5.0,4.0,Unfurnished,135000000.0,Apartment,"The Leela Sky Villas, Patel Nagar",2.0
480,750.0,2.0,2.0,Semi-Furnished,5000000.0,Apartment,"J R Designers Floors, Rohini Sector",1.0
481,3901.0,4.0,4.0,Unfurnished,93000000.0,Apartment,"The Leela Sky Villas, Patel Nagar",2.0
482,950.0,3.0,2.0,Furnished,4370000.0,Apartment,"Uttam Nagar Floors, Uttam Nagar",1.0
483,1000.0,3.0,2.0,Unfurnished,4620000.0,Apartment,"Virat Residency, Dwarka Mor",1.0
484,850.0,2.0,1.0,Semi-Furnished,1900000.0,Apartment,"Siddhartha Heights, Dwarka Sector 2",1.0
485,2400.0,4.0,4.0,Semi-Furnished,70000000.0,Apartment,"Find Homes, Greater Kailash 2",1.0
497,1135.0,3.0,3.0,Furnished,25000000.0,Apartment,"The Amaryllis, Karol Bagh",1.0
498,2306.0,3.0,3.0,Unfurnished,57000000.0,Apartment,"The Leela Sky Villas, Patel Nagar",1.0
499,850.0,2.0,2.0,Semi-Furnished,2940000.0,Apartment,"Diamond Heights Multi Estate, Najaf",1.0
500,1200.0,3.0,3.0,Semi-Furnished,15500000.0,Apartment,"Ashirwad Apartments, Dwarka Sector ",1.0
501,1700.0,3.0,2.0,Semi-Furnished,17200000.0,Apartment,"Sunny Valley Apartments, Dwarka",1.0
502,1800.0,4.0,3.0,Semi-Furnished,55000000.0,Builder_Floor,"Vasant Vihar Builder Floor, Vasant ",1.0
503,1100.0,2.0,2.0,Semi-Furnished,15000000.0,Apartment,Vasant Kunj,1.0
504,22050.0,4.0,4.0,Semi-Furnished,51000000.0,Builder_Floor,Greater Kailash 1,1.0
505,1550.0,4.0,3.0,Semi-Furnished,13000000.0,Builder_Floor,Rohini Sector 24,1.0
506,1600.0,3.0,3.0,Semi-Furnished,30000000.0,Builder_Floor,Greater Kailash 1,1.0
507,700.0,2.0,2.0,Semi-Furnished,2400000.0,Builder_Floor,"Khanpur, Madangir",1.0
508,45.0,4.0,3.0,Unfurnished,5500000.0,Builder_Floor,"Batla House, Okhla",1.0
513,1250.0,2.0,1.0,Semi-Furnished,7500000.0,Apartment,other,1.0
514,504.0,3.0,1.0,Semi-Furnished,3600000.0,Apartment,"Seelampur, Shahdara",1.0
515,65.0,3.0,2.0,Semi-Furnished,35000000.0,Apartment,other,2.0
516,450.0,2.0,1.0,Unfurnished,6000000.0,Apartment,"Seelampur, Shahdara",1.0
517,1800.0,4.0,2.0,Furnished,17500000.0,Builder_Floor,other,1.0
518,1800.0,4.0,3.0,Furnished,35000000.0,Builder_Floor,other,3.0
519,1530.0,5.0,2.0,Furnished,10200000.0,Builder_Floor,other,1.0
520,1750.0,4.0,4.0,Unfurnished,29000000.0,Apartment,Vasant Kunj Sector C,1.0
521,2210.0,4.0,3.0,Semi-Furnished,41000000.0,Builder_Floor,"Sukhdev Vihar, Okhla",2.0
522,760.0,3.0,2.0,Furnished,6000000.0,Builder_Floor,Geeta Colony,1.0
523,400.0,2.0,1.0,Furnished,2500000.0,Apartment,other,2.0
524,380.0,1.0,1.0,Unfurnished,2200000.0,Builder_Floor,Geeta Colony,1.0
525,904.1676,2.0,2.0,Furnished,21500000.0,Apartment,other,1.0
526,900.0,4.0,1.0,Furnished,15000000.0,Apartment,"Shastri Park, Shahdara",1.0
528,100.0,3.0,2.0,Unfurnished,5500000.0,Builder_Floor,Geeta Colony,3.0
529,50.0,2.0,1.0,Semi-Furnished,1950000.0,Apartment,"Shastri Park, Shahdara",1.0
530,58.0,2.0,1.0,Unfurnished,3800000.0,Apartment,Geeta Colony,2.0
531,900.0,2.0,1.0,Semi-Furnished,6200000.0,Builder_Floor,other,2.0
532,1650.0,4.0,3.0,Furnished,14000000.0,Apartment,Shahdara,1.0
533,1000.0,2.0,2.0,Unfurnished,7500000.0,Apartment,Laxmi Nagar,2.0
534,852.0,2.0,2.0,Unfurnished,2670000.0,Apartment,other,2.0
535,700.0,2.0,2.0,Semi-Furnished,2500000.0,Apartment,Shahdara,2.0
536,990.0,3.0,2.0,Unfurnished,4000000.0,Apartment,Laxmi Nagar,2.0
537,450.0,2.0,1.0,Semi-Furnished,3500000.0,Builder_Floor,Laxmi Nagar,1.0
538,1000.0,2.0,2.0,Unfurnished,5000000.0,Apartment,Laxmi Nagar,1.0
539,1700.0,4.0,3.0,Semi-Furnished,29500000.0,Builder_Floor,Saket,1.0
540,1350.0,3.0,2.0,Unfurnished,19000000.0,Builder_Floor,other,2.0
541,2100.0,4.0,3.0,Furnished,25500000.0,Apartment,Saket,1.0
544,1450.0,3.0,3.0,Semi-Furnished,34000000.0,Builder_Floor,"RWA Flats, Saket",4.0
545,2050.0,4.0,4.0,Semi-Furnished,47500000.0,Builder_Floor,Saket,3.0
547,1800.0,3.0,3.0,Semi-Furnished,23000000.0,Apartment,other,1.0
548,900.0,3.0,2.0,Semi-Furnished,24000000.0,Apartment,"Press Enclave Society, Saket",2.0
549,1500.0,3.0,2.0,Semi-Furnished,21500000.0,Apartment,"RWA Flats, Saket",1.0
550,1500.0,3.0,2.0,Semi-Furnished,28500000.0,Builder_Floor,Saket,1.0
551,1800.0,4.0,4.0,Semi-Furnished,12500000.0,Builder_Floor,other,1.0
552,1674.0,3.0,3.0,Unfurnished,45000000.0,Builder_Floor,Saket,1.0
553,2025.0,4.0,3.0,Furnished,30500000.0,Builder_Floor,Saket,1.0
554,1300.0,3.0,3.0,Semi-Furnished,22500000.0,Builder_Floor,Saket,1.0
555,990.0,3.0,3.0,Furnished,28000000.0,Apartment,"Press Enclave Society, Saket",1.0
556,2100.0,3.0,4.0,Semi-Furnished,25000000.0,Builder_Floor,Saket,2.0
557,2250.0,4.0,4.0,Semi-Furnished,33700000.0,Builder_Floor,Saket,1.0
558,1500.0,3.0,3.0,Semi-Furnished,27000000.0,Builder_Floor,Saket,1.0
559,2700.0,4.0,4.0,Semi-Furnished,43500000.0,Builder_Floor,Saket,1.0
560,1700.0,3.0,3.0,Semi-Furnished,29000000.0,Builder_Floor,"RWA Flats, Saket",3.0
561,1700.0,3.0,3.0,Semi-Furnished,30000000.0,Builder_Floor,Saket,1.0
562,2050.0,4.0,4.0,Semi-Furnished,52100000.0,Apartment,Saket,2.0
563,1800.0,3.0,3.0,Unfurnished,32500000.0,Builder_Floor,Saket,1.0
564,1500.0,3.0,2.0,Semi-Furnished,20500000.0,Apartment,Saket,3.0
565,2000.0,4.0,3.0,Semi-Furnished,25000000.0,Apartment,Saket,1.0
566,1500.0,3.0,3.0,Semi-Furnished,30000000.0,Builder_Floor,Saket,1.0
569,1800.0,3.0,3.0,Semi-Furnished,37500000.0,Builder_Floor,Safdarjung Enclave,1.0
570,1300.0,3.0,3.0,Semi-Furnished,32500000.0,Builder_Floor,"Arjun Nagar, Safdarjung Enclave",1.0
571,1500.0,3.0,3.0,Semi-Furnished,37500000.0,Builder_Floor,Safdarjung Enclave,1.0
572,2100.0,4.0,4.0,Semi-Furnished,55000000.0,Builder_Floor,Safdarjung Enclave,1.0
573,1800.0,4.0,4.0,Semi-Furnished,87500000.0,Builder_Floor,Safdarjung Enclave,1.0
574,1100.0,2.0,2.0,Unfurnished,16300000.0,Apartment,Safdarjung Enclave,1.0
575,2035.0,4.0,4.0,Unfurnished,65000000.0,Builder_Floor,Safdarjung Enclave,1.0
576,1100.0,3.0,3.0,Unfurnished,25000000.0,Builder_Floor,other,1.0
577,1550.0,3.0,3.0,Semi-Furnished,38000000.0,Builder_Floor,Safdarjung Enclave,1.0
578,700.0,2.0,2.0,Unfurnished,15000000.0,Builder_Floor,Safdarjung Enclave,1.0
579,150.0,2.0,1.0,Semi-Furnished,2000000.0,Apartment,"Arjun Nagar, Safdarjung Enclave",1.0
580,540.0,1.0,1.0,Unfurnished,3000000.0,Builder_Floor,"Arjun Nagar, Safdarjung Enclave",2.0
581,810.0,2.0,2.0,Semi-Furnished,8500000.0,Builder_Floor,Krishna Nagar-Safdarjung Enclave,2.0
582,3250.0,4.0,4.0,Semi-Furnished,55000000.0,Builder_Floor,other,2.0
583,1600.0,3.0,3.0,Semi-Furnished,22500000.0,Builder_Floor,Safdarjung Enclave,2.0
584,4000.0,4.0,4.0,Semi-Furnished,72500000.0,Builder_Floor,Safdarjung Enclave,2.0
586,900.0,3.0,3.0,Semi-Furnished,12500000.0,Builder_Floor,Krishna Nagar-Safdarjung Enclave,1.0
587,972.0,2.0,2.0,Semi-Furnished,17000000.0,Apartment,Safdarjung Enclave,1.0
